Date,High,Low,Open,Close,Volume,Adj Close
2016-11-18,5.900000095367432,5.150000095367432,5.519999980926514,5.590000152587891,122600,5.590000152587891
2016-11-21,5.960000038146973,5.53000020980835,5.949999809265137,5.650000095367432,132200,5.650000095367432
2016-11-22,5.889999866485596,5.25,5.840000152587891,5.670000076293945,89900,5.670000076293945
2016-11-23,6.090000152587891,5.800000190734863,5.920000076293945,6.03000020980835,82700,6.03000020980835
2016-11-25,6.050000190734863,5.849999904632568,6.019999980926514,6.0289998054504395,6700,6.0289998054504395
2016-11-28,6.020999908447266,5.71999979019165,6.020999908447266,5.820000171661377,19100,5.820000171661377
2016-11-29,5.789999961853027,5.400000095367432,5.789999961853027,5.650000095367432,65600,5.650000095367432
2016-11-30,5.630000114440918,5.369999885559082,5.630000114440918,5.5,54500,5.5
2016-12-01,5.646999835968018,5.25,5.369999885559082,5.289999961853027,15100,5.289999961853027
2016-12-02,5.664999961853027,5.300000190734863,5.5920000076293945,5.5,3900,5.5
2016-12-05,5.702000141143799,5.460000038146973,5.599999904632568,5.550000190734863,19000,5.550000190734863
2016-12-06,5.650000095367432,5.5,5.539999961853027,5.650000095367432,9800,5.650000095367432
2016-12-07,5.699999809265137,5.420000076293945,5.650000095367432,5.690000057220459,27500,5.690000057220459
2016-12-08,5.949999809265137,5.610000133514404,5.636000156402588,5.769999980926514,31500,5.769999980926514
2016-12-09,5.940000057220459,5.630000114440918,5.800000190734863,5.630000114440918,13400,5.630000114440918
2016-12-12,5.650000095367432,5.559999942779541,5.559999942779541,5.650000095367432,2600,5.650000095367432
2016-12-13,5.699999809265137,5.53000020980835,5.699999809265137,5.53000020980835,3000,5.53000020980835
2016-12-14,5.7170000076293945,5.559999942779541,5.690000057220459,5.650000095367432,4700,5.650000095367432
2016-12-15,5.650000095367432,5.639999866485596,5.650000095367432,5.650000095367432,5400,5.650000095367432
2016-12-16,6.0,5.650000095367432,5.650000095367432,6.0,11700,6.0
2016-12-19,6.11899995803833,5.989999771118164,6.010000228881836,6.010000228881836,6900,6.010000228881836
2016-12-20,6.150000095367432,6.050000190734863,6.059999942779541,6.146999835968018,7500,6.146999835968018
2016-12-21,6.394999980926514,6.099999904632568,6.199999809265137,6.199999809265137,29900,6.199999809265137
2016-12-22,6.199999809265137,6.199999809265137,6.199999809265137,6.199999809265137,0,6.199999809265137
2016-12-23,6.269999980926514,6.216000080108643,6.216000080108643,6.235000133514404,7200,6.235000133514404
2016-12-27,6.300000190734863,6.298999786376953,6.300000190734863,6.300000190734863,1000,6.300000190734863
2016-12-28,6.230000019073486,6.150000095367432,6.150000095367432,6.230000019073486,600,6.230000019073486
2016-12-29,6.019999980926514,6.019999980926514,6.019999980926514,6.019999980926514,200,6.019999980926514
2016-12-30,6.300000190734863,6.03000020980835,6.28000020980835,6.190999984741211,2500,6.190999984741211
2017-01-03,6.019999980926514,5.940000057220459,5.940000057220459,5.979000091552734,3500,5.979000091552734
2017-01-04,6.179999828338623,6.150000095367432,6.159999847412109,6.150000095367432,500,6.150000095367432
2017-01-05,6.139999866485596,6.139999866485596,6.139999866485596,6.139999866485596,200,6.139999866485596
2017-01-06,6.050000190734863,5.718999862670898,5.980000019073486,6.050000190734863,3700,6.050000190734863
2017-01-09,6.5,6.041999816894531,6.041999816894531,6.25,7100,6.25
2017-01-10,6.139999866485596,5.992000102996826,6.139999866485596,5.992000102996826,5300,5.992000102996826
2017-01-11,6.010000228881836,5.986000061035156,6.010000228881836,5.986000061035156,1700,5.986000061035156
2017-01-12,5.900000095367432,5.46999979019165,5.900000095367432,5.880000114440918,5500,5.880000114440918
2017-01-13,5.880000114440918,5.880000114440918,5.880000114440918,5.880000114440918,0,5.880000114440918
2017-01-17,6.14900016784668,5.360000133514404,5.960000038146973,6.019999980926514,3100,6.019999980926514
2017-01-18,6.039999961853027,5.980000019073486,6.019999980926514,6.039999961853027,2000,6.039999961853027
2017-01-19,6.11899995803833,6.048999786376953,6.099999904632568,6.110000133514404,7700,6.110000133514404
2017-01-20,6.409999847412109,6.230000019073486,6.25,6.269999980926514,31000,6.269999980926514
2017-01-23,6.650000095367432,6.389999866485596,6.449999809265137,6.570000171661377,4400,6.570000171661377
2017-01-24,6.619999885559082,6.5,6.570000171661377,6.570000171661377,5200,6.570000171661377
2017-01-25,6.650000095367432,6.570000171661377,6.599999904632568,6.650000095367432,9700,6.650000095367432
2017-01-26,6.620999813079834,6.620999813079834,6.620999813079834,6.620999813079834,700,6.620999813079834
2017-01-27,6.620999813079834,6.620999813079834,6.620999813079834,6.620999813079834,0,6.620999813079834
2017-01-30,6.25,6.079999923706055,6.130000114440918,6.25,2600,6.25
2017-01-31,6.559999942779541,6.520999908447266,6.559999942779541,6.520999908447266,300,6.520999908447266
2017-02-01,6.690000057220459,6.539999961853027,6.570000171661377,6.670000076293945,2400,6.670000076293945
2017-02-02,6.6519999504089355,6.611000061035156,6.6519999504089355,6.611000061035156,1400,6.611000061035156
2017-02-03,6.619999885559082,6.619999885559082,6.619999885559082,6.619999885559082,100,6.619999885559082
2017-02-06,6.619999885559082,6.535999774932861,6.559999942779541,6.619999885559082,900,6.619999885559082
2017-02-07,6.550000190734863,6.400000095367432,6.5,6.550000190734863,6100,6.550000190734863
2017-02-08,6.5320000648498535,6.340000152587891,6.340000152587891,6.5320000648498535,900,6.5320000648498535
2017-02-09,6.539999961853027,6.118000030517578,6.118000030517578,6.539999961853027,2500,6.539999961853027
2017-02-10,6.550000190734863,6.550000190734863,6.550000190734863,6.550000190734863,1100,6.550000190734863
2017-02-13,6.570000171661377,6.5,6.5,6.539999961853027,3500,6.539999961853027
2017-02-14,6.559999942779541,6.489999771118164,6.545000076293945,6.559999942779541,1400,6.559999942779541
2017-02-15,6.579999923706055,6.5,6.566999912261963,6.5,4600,6.5
2017-02-16,6.400000095367432,6.199999809265137,6.400000095367432,6.389999866485596,2500,6.389999866485596
2017-02-17,6.389999866485596,6.383999824523926,6.389999866485596,6.383999824523926,900,6.383999824523926
2017-02-21,6.300000190734863,6.072999954223633,6.210000038146973,6.300000190734863,1000,6.300000190734863
2017-02-22,6.349999904632568,6.28000020980835,6.349999904632568,6.300000190734863,300,6.300000190734863
2017-02-23,6.349999904632568,6.300000190734863,6.300000190734863,6.349999904632568,1200,6.349999904632568
2017-02-24,6.320000171661377,6.159999847412109,6.260000228881836,6.320000171661377,2100,6.320000171661377
2017-02-27,6.239999771118164,6.019000053405762,6.019000053405762,6.239999771118164,700,6.239999771118164
2017-02-28,6.150000095367432,6.083000183105469,6.150000095367432,6.083000183105469,700,6.083000183105469
2017-03-01,6.0,6.0,6.0,6.0,900,6.0
2017-03-02,6.0,6.0,6.0,6.0,0,6.0
2017-03-03,6.199999809265137,5.848999977111816,5.848999977111816,6.199999809265137,1100,6.199999809265137
2017-03-06,6.199999809265137,6.199999809265137,6.199999809265137,6.199999809265137,1500,6.199999809265137
2017-03-07,6.099999904632568,6.050000190734863,6.099999904632568,6.050000190734863,200,6.050000190734863
2017-03-08,6.059999942779541,5.800000190734863,6.059999942779541,5.880000114440918,10200,5.880000114440918
2017-03-09,5.880000114440918,5.880000114440918,5.880000114440918,5.880000114440918,0,5.880000114440918
2017-03-10,5.909999847412109,5.909999847412109,5.909999847412109,5.909999847412109,200,5.909999847412109
2017-03-13,6.0,5.929999828338623,5.997000217437744,5.949999809265137,2800,5.949999809265137
2017-03-14,5.949999809265137,5.949999809265137,5.949999809265137,5.949999809265137,0,5.949999809265137
2017-03-15,5.949999809265137,5.949999809265137,5.949999809265137,5.949999809265137,0,5.949999809265137
2017-03-16,5.979000091552734,5.979000091552734,5.979000091552734,5.979000091552734,200,5.979000091552734
2017-03-17,6.190000057220459,6.099999904632568,6.099999904632568,6.190000057220459,13900,6.190000057220459
2017-03-20,6.5,6.199999809265137,6.230999946594238,6.300000190734863,2700,6.300000190734863
2017-03-21,6.230000019073486,6.199999809265137,6.230000019073486,6.230000019073486,1600,6.230000019073486
2017-03-22,6.199999809265137,6.199999809265137,6.199999809265137,6.199999809265137,300,6.199999809265137
2017-03-23,6.230000019073486,6.210000038146973,6.230000019073486,6.210000038146973,400,6.210000038146973
2017-03-24,6.210000038146973,6.119999885559082,6.210000038146973,6.119999885559082,1300,6.119999885559082
2017-03-27,6.119999885559082,6.119999885559082,6.119999885559082,6.119999885559082,0,6.119999885559082
2017-03-28,6.130000114440918,6.130000114440918,6.130000114440918,6.130000114440918,200,6.130000114440918
2017-03-29,6.099999904632568,6.099999904632568,6.099999904632568,6.099999904632568,100,6.099999904632568
2017-03-30,6.090000152587891,5.880000114440918,6.070000171661377,5.980000019073486,3400,5.980000019073486
2017-03-31,6.25,6.059999942779541,6.25,6.059999942779541,900,6.059999942779541
2017-04-03,6.150000095367432,6.091000080108643,6.130000114440918,6.099999904632568,3700,6.099999904632568
2017-04-04,6.210000038146973,6.099999904632568,6.099999904632568,6.139999866485596,9900,6.139999866485596
2017-04-05,6.459000110626221,6.309999942779541,6.389999866485596,6.400000095367432,11300,6.400000095367432
2017-04-06,6.800000190734863,6.5,6.5,6.760000228881836,59800,6.760000228881836
2017-04-07,7.151000022888184,6.75,6.960000038146973,6.928999900817871,9200,6.928999900817871
2017-04-10,7.300000190734863,7.150000095367432,7.150000095367432,7.300000190734863,10300,7.300000190734863
2017-04-11,7.349999904632568,7.03000020980835,7.339000225067139,7.039999961853027,5600,7.039999961853027
2017-04-12,7.0,6.934999942779541,7.0,6.966000080108643,800,6.966000080108643
2017-04-13,7.165999889373779,7.061999797821045,7.150000095367432,7.150000095367432,3500,7.150000095367432
2017-04-17,7.179999828338623,7.124000072479248,7.150000095367432,7.179999828338623,1200,7.179999828338623
2017-04-18,8.880000114440918,8.029000282287598,8.479999542236328,8.420000076293945,38100,8.420000076293945
2017-04-19,9.1899995803833,8.420000076293945,8.5,9.180000305175781,47700,9.180000305175781
2017-04-20,10.78499984741211,10.0,10.300000190734863,10.550000190734863,33900,10.550000190734863
2017-04-21,10.550000190734863,9.899999618530273,10.550000190734863,10.279999732971191,8200,10.279999732971191
2017-04-24,11.0,10.670000076293945,11.0,10.670000076293945,7000,10.670000076293945
2017-04-25,10.850000381469727,10.583999633789062,10.699999809265137,10.670000076293945,15200,10.670000076293945
2017-04-26,10.600000381469727,10.210000038146973,10.600000381469727,10.210000038146973,7400,10.210000038146973
2017-04-27,10.5,10.461999893188477,10.5,10.461999893188477,300,10.461999893188477
2017-04-28,10.5,9.699999809265137,10.09000015258789,10.194999694824219,5200,10.194999694824219
2017-05-01,10.25,10.015000343322754,10.015000343322754,10.119999885559082,2400,10.119999885559082
