Date,High,Low,Open,Close,Volume,Adj Close
2017-07-05,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0499999523162842,0.0,1.0499999523162842
2017-07-06,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0499999523162842,0.0,1.0499999523162842
2017-07-07,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0499999523162842,0.0,1.0499999523162842
2017-07-10,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0499999523162842,0.0,1.0499999523162842
2017-07-11,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0499999523162842,0.0,1.0499999523162842
2017-07-12,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0499999523162842,0.0,1.0499999523162842
2017-07-14,9.53499984741211,8.100000381469727,8.130000114440918,9.479999542236328,5535200.0,9.479999542236328
2017-07-17,10.5,9.649999618530273,9.699999809265137,10.479999542236328,1741500.0,10.479999542236328
2017-07-18,10.319000244140625,9.800000190734863,10.25,10.100000381469727,656500.0,10.100000381469727
2017-07-19,11.279999732971191,9.899999618530273,10.0600004196167,11.109999656677246,783100.0,11.109999656677246
2017-07-20,12.800000190734863,11.0,11.050000190734863,12.404999732971191,963700.0,12.404999732971191
2017-07-21,14.0,12.25,12.300000190734863,13.529999732971191,946500.0,13.529999732971191
2017-07-24,15.239999771118164,13.0,13.670000076293945,14.899999618530273,812600.0,14.899999618530273
2017-07-25,16.299999237060547,13.350000381469727,14.899999618530273,13.770000457763672,912100.0,13.770000457763672
2017-07-26,14.812000274658203,13.359999656677246,13.579999923706055,14.479999542236328,310400.0,14.479999542236328
2017-07-27,15.850000381469727,14.550000190734863,15.069999694824219,14.880000114440918,408400.0,14.880000114440918
2017-07-28,15.034000396728516,13.350000381469727,14.899999618530273,13.359999656677246,298900.0,13.359999656677246
2017-07-31,14.6899995803833,13.359999656677246,13.359999656677246,14.390000343322754,158200.0,14.390000343322754
2017-08-01,15.100000381469727,13.869999885559082,14.390000343322754,14.960000038146973,253600.0,14.960000038146973
2017-08-02,15.800000190734863,14.491999626159668,14.800000190734863,15.430000305175781,347300.0,15.430000305175781
2017-08-03,15.574000358581543,13.949999809265137,15.420000076293945,13.949999809265137,248800.0,13.949999809265137
2017-08-04,15.119999885559082,13.760000228881836,14.020000457763672,14.989999771118164,264900.0,14.989999771118164
2017-08-07,14.979999542236328,13.932999610900879,14.770000457763672,14.899999618530273,96100.0,14.899999618530273
2017-08-08,15.800000190734863,14.583999633789062,15.619999885559082,14.699999809265137,345100.0,14.699999809265137
2017-08-09,15.140000343322754,13.699999809265137,14.960000038146973,14.649999618530273,333500.0,14.649999618530273
2017-08-10,15.079999923706055,14.260000228881836,14.829999923706055,14.649999618530273,247100.0,14.649999618530273
2017-08-11,14.979999542236328,13.850000381469727,14.569999694824219,14.210000038146973,271000.0,14.210000038146973
2017-08-14,14.635000228881836,13.859999656677246,14.199999809265137,14.039999961853027,129300.0,14.039999961853027
2017-08-15,14.319999694824219,13.75,14.0,14.130000114440918,348400.0,14.130000114440918
2017-08-16,14.479999542236328,14.031000137329102,14.0600004196167,14.350000381469727,85900.0,14.350000381469727
2017-08-17,14.739999771118164,13.920000076293945,14.210000038146973,14.3100004196167,71700.0,14.3100004196167
2017-08-18,14.520000457763672,13.850000381469727,14.1899995803833,14.100000381469727,221400.0,14.100000381469727
2017-08-21,15.378999710083008,13.9399995803833,14.09000015258789,15.079999923706055,407000.0,15.079999923706055
2017-08-22,17.549999237060547,15.029999732971191,15.149999618530273,17.329999923706055,472100.0,17.329999923706055
2017-08-23,17.760000228881836,16.860000610351562,17.010000228881836,17.440000534057617,298100.0,17.440000534057617
2017-08-24,19.5,16.899999618530273,17.329999923706055,18.8700008392334,437500.0,18.8700008392334
2017-08-25,19.339000701904297,18.009000778198242,19.030000686645508,18.3799991607666,170600.0,18.3799991607666
2017-08-28,19.75,18.200000762939453,18.34000015258789,19.59000015258789,283800.0,19.59000015258789
2017-08-29,21.6299991607666,19.0,19.459999084472656,20.520000457763672,437700.0,20.520000457763672
2017-08-30,21.097000122070312,19.799999237060547,20.190000534057617,20.75,216100.0,20.75
2017-08-31,22.47800064086914,18.020000457763672,21.229999542236328,18.649999618530273,713000.0,18.649999618530273
2017-09-01,19.6299991607666,18.114999771118164,18.709999084472656,19.34000015258789,291900.0,19.34000015258789
2017-09-05,23.219999313354492,19.350000381469727,19.530000686645508,22.739999771118164,627500.0,22.739999771118164
2017-09-06,24.68000030517578,21.56999969482422,22.520000457763672,24.360000610351562,503900.0,24.360000610351562
2017-09-07,25.6299991607666,20.799999237060547,24.440000534057617,21.389999389648438,876600.0,21.389999389648438
2017-09-08,22.920000076293945,21.0,21.559999465942383,21.770000457763672,421100.0,21.770000457763672
2017-09-11,23.110000610351562,21.989999771118164,21.989999771118164,22.530000686645508,476400.0,22.530000686645508
2017-09-12,23.479999542236328,22.06999969482422,22.59000015258789,22.829999923706055,426100.0,22.829999923706055
2017-09-13,23.93000030517578,22.969999313354492,23.239999771118164,23.670000076293945,494100.0,23.670000076293945
2017-09-14,23.93000030517578,22.93000030517578,23.239999771118164,23.729999542236328,617500.0,23.729999542236328
2017-09-15,25.729999542236328,23.229999542236328,23.950000762939453,23.8700008392334,2803900.0,23.8700008392334
2017-09-18,24.459999084472656,23.549999237060547,23.829999923706055,24.0,458200.0,24.0
2017-09-19,25.3700008392334,24.190000534057617,24.200000762939453,24.68000030517578,502900.0,24.68000030517578
2017-09-20,25.229999542236328,24.559999465942383,24.969999313354492,25.209999084472656,324500.0,25.209999084472656
2017-09-21,26.760000228881836,25.200000762939453,25.299999237060547,26.40999984741211,310100.0,26.40999984741211
2017-09-22,26.940000534057617,25.700000762939453,26.6200008392334,26.6200008392334,330500.0,26.6200008392334
2017-09-25,28.780000686645508,26.829999923706055,26.829999923706055,28.049999237060547,495300.0,28.049999237060547
2017-09-26,28.45599937438965,27.5,27.860000610351562,28.239999771118164,417700.0,28.239999771118164
2017-09-27,29.979999542236328,27.670000076293945,28.489999771118164,29.829999923706055,463400.0,29.829999923706055
2017-09-28,31.229999542236328,27.510000228881836,29.760000228881836,28.329999923706055,647200.0,28.329999923706055
2017-09-29,28.8700008392334,27.270000457763672,28.0,27.670000076293945,602100.0,27.670000076293945
2017-10-02,28.530000686645508,27.299999237060547,27.959999084472656,28.079999923706055,797100.0,28.079999923706055
2017-10-03,28.399999618530273,27.0,28.219999313354492,28.030000686645508,501000.0,28.030000686645508
2017-10-04,30.200000762939453,28.0049991607666,28.100000381469727,29.18000030517578,636800.0,29.18000030517578
2017-10-05,30.059999465942383,27.450000762939453,29.389999389648438,28.719999313354492,372700.0,28.719999313354492
2017-10-06,28.763999938964844,27.520000457763672,28.700000762939453,27.959999084472656,218500.0,27.959999084472656
2017-10-09,28.200000762939453,25.459999084472656,28.049999237060547,25.709999084472656,690200.0,25.709999084472656
2017-10-10,26.68000030517578,23.799999237060547,26.149999618530273,24.049999237060547,424500.0,24.049999237060547
2017-10-11,24.242000579833984,22.559999465942383,23.860000610351562,22.780000686645508,373400.0,22.780000686645508
2017-10-12,23.670000076293945,22.290000915527344,22.610000610351562,23.0,281200.0,23.0
2017-10-13,24.0,22.81999969482422,22.969999313354492,23.040000915527344,191600.0,23.040000915527344
2017-10-16,23.68000030517578,22.260000228881836,23.040000915527344,22.389999389648438,214400.0,22.389999389648438
2017-10-17,22.579999923706055,20.18000030517578,22.479999542236328,20.6299991607666,275200.0,20.6299991607666
2017-10-18,21.091999053955078,18.899999618530273,20.81999969482422,19.0,412200.0,19.0
2017-10-19,19.652999877929688,17.420000076293945,19.020000457763672,19.209999084472656,760500.0,19.209999084472656
2017-10-20,19.916000366210938,18.209999084472656,19.399999618530273,18.440000534057617,280600.0,18.440000534057617
2017-10-23,19.450000762939453,18.201000213623047,18.489999771118164,19.270000457763672,235900.0,19.270000457763672
2017-10-24,20.479999542236328,18.540000915527344,19.270000457763672,19.3799991607666,297000.0,19.3799991607666
2017-10-25,19.444000244140625,17.08099937438965,19.43000030517578,17.440000534057617,289000.0,17.440000534057617
2017-10-26,17.729000091552734,16.340999603271484,17.350000381469727,17.18000030517578,318700.0,17.18000030517578
2017-10-27,17.270000457763672,16.56999969482422,17.040000915527344,17.049999237060547,219800.0,17.049999237060547
2017-10-30,17.979999542236328,16.610000610351562,17.15999984741211,17.8799991607666,163900.0,17.8799991607666
2017-10-31,18.75,17.76099967956543,18.420000076293945,18.31999969482422,235700.0,18.31999969482422
2017-11-01,19.117000579833984,17.18000030517578,18.520000457763672,17.34000015258789,215500.0,17.34000015258789
2017-11-02,17.719999313354492,17.020000457763672,17.25,17.079999923706055,123200.0,17.079999923706055
2017-11-03,18.329999923706055,17.049999237060547,17.1299991607666,17.75,265700.0,17.75
2017-11-06,18.049999237060547,16.309999465942383,17.829999923706055,16.610000610351562,337700.0,16.610000610351562
2017-11-07,17.260000228881836,15.199999809265137,16.700000762939453,16.280000686645508,470300.0,16.280000686645508
